date,price
22/03/2019,2917
23/03/2019,2915.9
24/03/2019,2915.8
25/03/2019,2925.7
26/03/2019,2915.4
27/03/2019,2900.3
28/03/2019,2865.7
29/03/2019,2878.1
30/03/2019,2880.3
31/03/2019,2880.3
01/04/2019,2867
02/04/2019,3022.7
03/04/2019,2930.3
04/04/2019,2864.2
05/04/2019,2839.9
06/04/2019,2950.3
07/04/2019,3115.1
08/04/2019,3221.5
09/04/2019,3590.4
10/04/2019,3421.3
11/04/2019,3430.4
12/04/2019,3383.7
13/04/2019,2865.9
14/04/2019,2866.2
15/04/2019,2871.9
16/04/2019,2849
17/04/2019,2840
18/04/2019,2841.7
19/04/2019,2840.4
20/04/2019,2841.5
21/04/2019,2841.5
22/04/2019,2853.3
23/04/2019,2849
24/04/2019,2867.7
25/04/2019,2878.1
26/04/2019,2883
27/04/2019,2883.2
28/04/2019,2883.2
29/04/2019,2868.2
30/04/2019,2866.1
01/05/2019,2868
02/05/2019,3017.9
03/05/2019,2914.2
04/05/2019,2870.1
05/05/2019,2839.9
06/05/2019,2963.6
07/05/2019,3076.5
08/05/2019,3340.2
09/05/2019,3503.4
10/05/2019,3419.5
11/05/2019,3372.3
12/05/2019,3374.5
13/05/2019,2942.4
14/05/2019,2928.2
15/05/2019,2923.6
16/05/2019,2899.2
17/05/2019,2885.8
18/05/2019,2885.4
19/05/2019,2885.4
20/05/2019,2866.3
21/05/2019,2850.5
22/05/2019,2848.6
23/05/2019,2871
24/05/2019,2862.2
25/05/2019,2861.6
26/05/2019,2861.2
27/05/2019,2866.6
28/05/2019,2861
29/05/2019,2868.4
30/05/2019,2885
31/05/2019,2915.9
01/06/2019,2868.1
02/06/2019,3005.2
03/06/2019,2893.2
04/06/2019,2870.4
05/06/2019,2847.1
06/06/2019,2956.2
07/06/2019,3073.7
08/06/2019,3354.5
09/06/2019,3463.9
10/06/2019,3419.5
11/06/2019,3400.3
12/06/2019,3340.8
13/06/2019,2994.4
14/06/2019,3008.8
15/06/2019,3008.7
16/06/2019,3008.7
17/06/2019,3004
18/06/2019,3002.6
19/06/2019,3026.7
20/06/2019,3099.2
21/06/2019,3125.8
22/06/2019,3124.7
23/06/2019,3124.7
24/06/2019,3155.9
25/06/2019,3167.2
26/06/2019,3129.6
27/06/2019,3122.6
28/06/2019,3123.1
29/06/2019,3120.5
30/06/2019,3120.5
01/07/2019,2888.1
02/07/2019,3000.3
03/07/2019,2898.3
04/07/2019,2870.4
05/07/2019,2870.5
06/07/2019,2987.1
07/07/2019,3073.7
08/07/2019,3415.9
09/07/2019,3468.5
10/07/2019,3404
11/07/2019,3346
12/07/2019,3341.1
13/07/2019,3115.2
14/07/2019,3115.2
15/07/2019,3113.2
16/07/2019,3094.4
17/07/2019,3148
18/07/2019,3187
19/07/2019,3152.8
20/07/2019,3154.1
21/07/2019,3154.1
22/07/2019,3154.7
23/07/2019,3144.3
24/07/2019,3156.1
25/07/2019,3139.9
26/07/2019,3133.9
27/07/2019,3135.2
28/07/2019,3135.2
29/07/2019,3147.6
30/07/2019,3163.1
31/07/2019,3137.9
01/08/2019,2893.6
02/08/2019,3005.9
03/08/2019,2922.2
04/08/2019,2898.1
05/08/2019,2869.2
06/08/2019,2986.5
07/08/2019,3068.1
08/08/2019,3403.2
09/08/2019,3468.5
10/08/2019,3443.8
11/08/2019,3349
12/08/2019,3341.1
13/08/2019,3417.6
14/08/2019,3473
15/08/2019,3493.3
16/08/2019,3462.6
17/08/2019,3453.6
18/08/2019,3453.5
19/08/2019,3444.2
20/08/2019,3461.1
21/08/2019,3444.8
22/08/2019,3459.3
23/08/2019,3519.3
24/08/2019,3518.5
25/08/2019,3518.5
26/08/2019,3520.7
27/08/2019,3542
28/08/2019,3546.9
29/08/2019,3516.4
30/08/2019,3508.9
31/08/2019,3507.2
01/09/2019,2924.3
02/09/2019,3001.5
03/09/2019,2917.5
04/09/2019,2899.8
05/09/2019,2886
06/09/2019,2986.5
07/09/2019,3073.4
08/09/2019,3414.7
09/09/2019,3455.7
10/09/2019,3439.8
11/09/2019,3341.2
12/09/2019,3327.4
13/09/2019,3391.6
14/09/2019,3395
15/09/2019,3395
16/09/2019,3454.1
17/09/2019,3441.7
18/09/2019,3413.5
19/09/2019,3434.8
20/09/2019,3466.8
21/09/2019,3466.1
22/09/2019,3466.1
23/09/2019,3463.1
24/09/2019,3490.5
25/09/2019,3429.9
26/09/2019,3429.3
27/09/2019,3396.9
28/09/2019,3387.8
29/09/2019,3394.7
30/09/2019,3340.6
01/10/2019,2911.4
02/10/2019,3001.5
03/10/2019,2917.8
04/10/2019,2905.1
05/10/2019,2888.2
06/10/2019,2963.7
07/10/2019,3112.1
08/10/2019,3414.8
09/10/2019,3431.7
10/10/2019,3403.1
11/10/2019,3341.2
12/10/2019,3332
13/10/2019,3391.8
14/10/2019,3410.2
15/10/2019,3399.6
16/10/2019,3413.6
17/10/2019,3409.5
18/10/2019,3401.4
19/10/2019,3400.6
20/10/2019,3400.6
21/10/2019,3378.5
22/10/2019,3385.1
23/10/2019,3386.7
24/10/2019,3423.6
25/10/2019,3421.7
26/10/2019,3421
27/10/2019,3421
28/10/2019,3390.3
29/10/2019,3388.4
30/10/2019,3403
31/10/2019,3450.8
01/11/2019,2909.7
02/11/2019,2992.5
03/11/2019,2895.8
04/11/2019,2864
05/11/2019,2886.8
06/11/2019,2955.5
07/11/2019,3092.9
08/11/2019,3414.8
09/11/2019,3433.8
10/11/2019,3385
11/11/2019,3347.7
12/11/2019,3351.4
13/11/2019,3390.8
14/11/2019,3399.3
15/11/2019,3373.2
16/11/2019,3376.3
17/11/2019,3376.3
18/11/2019,3397.4
19/11/2019,3397.2
20/11/2019,3393.1
21/11/2019,3374.5
22/11/2019,3370.2
23/11/2019,3370.1
24/11/2019,3370.1
25/11/2019,3348.4
26/11/2019,3355.1
27/11/2019,3327.6
28/11/2019,3341.9
29/11/2019,3372.2
30/11/2019,3372.2
01/12/2019,2909.3
02/12/2019,2967.9
03/12/2019,2907.9
04/12/2019,2865
05/12/2019,2886.8
06/12/2019,2971.1
07/12/2019,3113
08/12/2019,3459
09/12/2019,3415.1
10/12/2019,3391.9
11/12/2019,3362.9
12/12/2019,3327.8
13/12/2019,3352.8
14/12/2019,3348
15/12/2019,3348
16/12/2019,3360
17/12/2019,3363.9
18/12/2019,3362.3
19/12/2019,3382.4
20/12/2019,3371.8
21/12/2019,3373.7
22/12/2019,3375.1
23/12/2019,3398
24/12/2019,3431
25/12/2019,3428
26/12/2019,3455.9
27/12/2019,3468.9
28/12/2019,3464.2
29/12/2019,3464.2
30/12/2019,3469.4
31/12/2019,3477.3
01/01/2020,3477.6
02/01/2020,3649.3
03/01/2020,3672.8
04/01/2020,3909
05/01/2020,4145.9
06/01/2020,4216.3
07/01/2020,4293.3
08/01/2020,4748
09/01/2020,4621.7
10/01/2020,4481
11/01/2020,4505.3
12/01/2020,4280.8
13/01/2020,3516.1
14/01/2020,3517.2
15/01/2020,3529
16/01/2020,3536.5
17/01/2020,3559
18/01/2020,3550.6
19/01/2020,3550.6
20/01/2020,3558.8
21/01/2020,3562.4
22/01/2020,3555.4
23/01/2020,3582.8
24/01/2020,3596.1
25/01/2020,3596.1
26/01/2020,3596.1
27/01/2020,3625.8
28/01/2020,3588.7
29/01/2020,3607.6
30/01/2020,3625.1
31/01/2020,3646.3
01/02/2020,3495.6
02/02/2020,3649.3
03/02/2020,3716.3
04/02/2020,3951.9
05/02/2020,4140
06/02/2020,4160.6
07/02/2020,4260.9
08/02/2020,4748
09/02/2020,4565.8
10/02/2020,4474.3
11/02/2020,4530.2
12/02/2020,4330.2
13/02/2020,3607.3
14/02/2020,3636.2
15/02/2020,3638.5
16/02/2020,3638.5
17/02/2020,3621.3
18/02/2020,3678.5
19/02/2020,3696.1
20/02/2020,3741.4
21/02/2020,3796
22/02/2020,3792.9
23/02/2020,3792.9
24/02/2020,3830.1
25/02/2020,3801.8
26/02/2020,3790.1
27/02/2020,3772.9
28/02/2020,3670.3
29/02/2020,3672.8
01/03/2020,3565.4
02/03/2020,3610.8
03/03/2020,3844.6
04/03/2020,3979.1
05/03/2020,4127.5
06/03/2020,4106.5
07/03/2020,4255
08/03/2020,4769.8
09/03/2020,4553.6
10/03/2020,4472.6
11/03/2020,4572.6
12/03/2020,4364.6
13/03/2020,3601.7
14/03/2020,3631.3
15/03/2020,3631.3
16/03/2020,3569.3
17/03/2020,3633.9
18/03/2020,3591.5
19/03/2020,3544.1
20/03/2020,3607.3
21/03/2020,3635
22/03/2020,3635
23/03/2020,3814.2
24/03/2020,3969.8
25/03/2020,3915
26/03/2020,3907.8
27/03/2020,3895.9
28/03/2020,3894.1
29/03/2020,3925.1
30/03/2020,3927.5
31/03/2020,3818.4
01/04/2020,3573.5
02/04/2020,3545.5
03/04/2020,3869.8
04/04/2020,3974
05/04/2020,4138.5
06/04/2020,4160.7
07/04/2020,4254.4
08/04/2020,4855.5
09/04/2020,4543.7
10/04/2020,4472.6
11/04/2020,4524.6
12/04/2020,4350.3
13/04/2020,4204.1
14/04/2020,4208.7
15/04/2020,4225.1
16/04/2020,4241.4
17/04/2020,4142.3
18/04/2020,4135.6
19/04/2020,4135.6
20/04/2020,4175.3
21/04/2020,4160.1
22/04/2020,4211.3
23/04/2020,4229.7
24/04/2020,4237
25/04/2020,4230.5
26/04/2020,4229.4
27/04/2020,4193.5
28/04/2020,4175.6
29/04/2020,4146.5
30/04/2020,4082.6
01/05/2020,3573.5
02/05/2020,3559
03/05/2020,3962.8
04/05/2020,3974
05/05/2020,4154.1
06/05/2020,4080.3
07/05/2020,4254.4
08/05/2020,4895.8
09/05/2020,4544.8
10/05/2020,4485.7
11/05/2020,4631
12/05/2020,4353.6
13/05/2020,4153.4
14/05/2020,4190.8
15/05/2020,4244.3
16/05/2020,4248.9
17/05/2020,4248.9
18/05/2020,4207.7
19/05/2020,4244.3
20/05/2020,4244
21/05/2020,4189.2
22/05/2020,4233.1
23/05/2020,4235.4
24/05/2020,4235.4
25/05/2020,4211.3
26/05/2020,4153.1
27/05/2020,4172.6
28/05/2020,4175.8
29/05/2020,4194.8
30/05/2020,4198
31/05/2020,4198
01/06/2020,3606.9
02/06/2020,3582.5
03/06/2020,4018.7
04/06/2020,4063.1
05/06/2020,4126.2
06/06/2020,4086.5
07/06/2020,4278.5
08/06/2020,4966.3
09/06/2020,4544.8
10/06/2020,4456.8
11/06/2020,4636.9
12/06/2020,4353.6
13/06/2020,4222.9
14/06/2020,4222.9
15/06/2020,4205.3
16/06/2020,4233.9
17/06/2020,4232.4
18/06/2020,4229.5
19/06/2020,4267.7
20/06/2020,4263.4
21/06/2020,4263.4
22/06/2020,4273.2
23/06/2020,4302.3
24/06/2020,4294.9
25/06/2020,4275.3
26/06/2020,4298.7
27/06/2020,4297.5
28/06/2020,4297.5
29/06/2020,4294.9
30/06/2020,4320
01/07/2020,3625.4
02/07/2020,3607.7
03/07/2020,3977.1
04/07/2020,4015.8
05/07/2020,4176.9
06/07/2020,4086.5
07/07/2020,4320.2
08/07/2020,4892.1
09/07/2020,4547.1
10/07/2020,4443.8
11/07/2020,4636.1
12/07/2020,4403.2
13/07/2020,4349.9
14/07/2020,4376.6
15/07/2020,4370
16/07/2020,4335.4
17/07/2020,4355.8
18/07/2020,4352.3
19/07/2020,4352.3
20/07/2020,4362.2
21/07/2020,4403.8
22/07/2020,4475.2
23/07/2020,4533.9
24/07/2020,4564.1
25/07/2020,4561.9
26/07/2020,4561.9
27/07/2020,4651.8
28/07/2020,4696.5
29/07/2020,4727.9
30/07/2020,4693.7
31/07/2020,4751.7
01/08/2020,3564.6
02/08/2020,3605
03/08/2020,3977.1
04/08/2020,4011.8
05/08/2020,4134.1
06/08/2020,4112
07/08/2020,4351.7
08/08/2020,4894.1
09/08/2020,4571.2
10/08/2020,4455.9
11/08/2020,4636.1
12/08/2020,4427.9
13/08/2020,4692.7
14/08/2020,4668.1
15/08/2020,4672.6
16/08/2020,4672.6
17/08/2020,4763.9
18/08/2020,4793
19/08/2020,4667.9
20/08/2020,4700.9
21/08/2020,4666.1
22/08/2020,4660.4
23/08/2020,4660.4
24/08/2020,4585.5
25/08/2020,4597.6
26/08/2020,4655.5
27/08/2020,4570.9
28/08/2020,4614.3
29/08/2020,4611.1
30/08/2020,4611.1
31/08/2020,4640.6
01/09/2020,3548.9
02/09/2020,3605
03/09/2020,4004.7
04/09/2020,4107.2
05/09/2020,4131.6
06/09/2020,4156.4
07/09/2020,4349.2
08/09/2020,4890.5
09/09/2020,4585.2
10/09/2020,4516.5
11/09/2020,4436.8
12/09/2020,4346.1
13/09/2020,4579.2
14/09/2020,4613.7
15/09/2020,4616.2
16/09/2020,4626.1
17/09/2020,4592.2
18/09/2020,4609
19/09/2020,4608.7
20/09/2020,4608.7
21/09/2020,4512.7
22/09/2020,4485.3
23/09/2020,4410.5
24/09/2020,4421.2
25/09/2020,4402.9
26/09/2020,4403.1
27/09/2020,4403.1
28/09/2020,4457.6
29/09/2020,4490.5
30/09/2020,4458.7
01/10/2020,3550.7
02/10/2020,3603.1
03/10/2020,3890.1
04/10/2020,4118.1
05/10/2020,4133.3
06/10/2020,4221.5
07/10/2020,4341.1
08/10/2020,4869.1
09/10/2020,4586.4
10/10/2020,4519.3
11/10/2020,4473.6
12/10/2020,4343.3
13/10/2020,4460.7
14/10/2020,4473.4
15/10/2020,4493.3
16/10/2020,4478.6
17/10/2020,4476.7
18/10/2020,4476.7
19/10/2020,4481
20/10/2020,4503.8
21/10/2020,4550.4
22/10/2020,4505
23/10/2020,4509.9
24/10/2020,4509.9
25/10/2020,4509.9
26/10/2020,4517.4
27/10/2020,4521
28/10/2020,4470.4
29/10/2020,4466.5
30/10/2020,4494.4
31/10/2020,4499.6
01/11/2020,3559.6
02/11/2020,3590.7
03/11/2020,3894.9
04/11/2020,4119
05/11/2020,4137.8
06/11/2020,4224.5
07/11/2020,4341.7
08/11/2020,4594.8
09/11/2020,4579.2
10/11/2020,4519.3
11/11/2020,4457.2
12/11/2020,4350.1
13/11/2020,4514.3
14/11/2020,4516.7
15/11/2020,4516.7
16/11/2020,4505.2
17/11/2020,4507.5
18/11/2020,4457.8
19/11/2020,4435.3
20/11/2020,4458
21/11/2020,4454.5
22/11/2020,4454.5
23/11/2020,4382.7
24/11/2020,4284.4
25/11/2020,4282.7
26/11/2020,4286.9
27/11/2020,4241.1
28/11/2020,4242.4
29/11/2020,4242.4
30/11/2020,4230.6
01/12/2020,3559.6
02/12/2020,3582.1
03/12/2020,3745.9
04/12/2020,4119
05/12/2020,4113.1
06/12/2020,4222.5
07/12/2020,4341.7
08/12/2020,4593.8
09/12/2020,4579.2
10/12/2020,4526.1
11/12/2020,4496.9
12/12/2020,4355.1
13/12/2020,4355.1
14/12/2020,4313.6
15/12/2020,4368.2
16/12/2020,4406.2
17/12/2020,4447.9
18/12/2020,4437.8
19/12/2020,4443.1
20/12/2020,4443.1
21/12/2020,4454.2
22/12/2020,4423.1
23/12/2020,4434.4
24/12/2020,4439.3
25/12/2020,4437.9
26/12/2020,4437.9
27/12/2020,4455.5
28/12/2020,4424.6
29/12/2020,4427.6
30/12/2020,4441.9
31/12/2020,4440.4
01/01/2021,4443.1
02/01/2021,4365.3
03/01/2021,4050.3
04/01/2021,4065.8
05/01/2021,4207.6
06/01/2021,4441.9
07/01/2021,4250
08/01/2021,4331.1
09/01/2021,4249.7
10/01/2021,4186.7
11/01/2021,4308.2
12/01/2021,4285.9
13/01/2021,4351.8
14/01/2021,4329.9
15/01/2021,4293.7
16/01/2021,4289.1
17/01/2021,4291
18/01/2021,4317.4
19/01/2021,4321.6
20/01/2021,4374.2
21/01/2021,4378.5
22/01/2021,4349.4
23/01/2021,4345.3
24/01/2021,4345.3
25/01/2021,4345.8
26/01/2021,4334.2
27/01/2021,4315.4
28/01/2021,4311.3
29/01/2021,4329.2
30/01/2021,4326.4
31/01/2021,4326.4
01/02/2021,4443
02/02/2021,4298.2
03/02/2021,4081.4
04/02/2021,4089.1
05/02/2021,4207.6
06/02/2021,4469.7
07/02/2021,4275.5
08/02/2021,4327.7
09/02/2021,4243.4
10/02/2021,4190.7
11/02/2021,4282.6
12/02/2021,4255.9
13/02/2021,4251.6
14/02/2021,4251.6
15/02/2021,4240.6
16/02/2021,4200.3
17/02/2021,4141.9
18/02/2021,4135.3
19/02/2021,4146
20/02/2021,4155.2
21/02/2021,4155.4
22/02/2021,4202.5
23/02/2021,4193.6
24/02/2021,4176.3
25/02/2021,4147.9
26/02/2021,4089.1
27/02/2021,4097.9
28/02/2021,4097.9
01/03/2021,4443
02/03/2021,4284
03/03/2021,4023.2
04/03/2021,4089
05/03/2021,4246.1
06/03/2021,4387.3
07/03/2021,4273.7
08/03/2021,4313.9
09/03/2021,4284.2
10/03/2021,4190.7
11/03/2021,4234.6
12/03/2021,4310.6
13/03/2021,4029.9
14/03/2021,4030
15/03/2021,4029.1
16/03/2021,4030.5
17/03/2021,4050.3
18/03/2021,4049.6
19/03/2021,4051.8
20/03/2021,4058.6
21/03/2021,4058.6
22/03/2021,4039.1
23/03/2021,4026.9
24/03/2021,4043.5
25/03/2021,4025
26/03/2021,4030.7
27/03/2021,4028.9
28/03/2021,4028.9
29/03/2021,3996
30/03/2021,3965.3
31/03/2021,4013.2
01/04/2021,4554.1
02/04/2021,4204.2
03/04/2021,3989.6
04/04/2021,4089
05/04/2021,4212.6
06/04/2021,4426.9
07/04/2021,4273.7
08/04/2021,4315.7
09/04/2021,4282.8
10/04/2021,4231.2
11/04/2021,4291.6
12/04/2021,4306.8
13/04/2021,4211.9
14/04/2021,4183.5
15/04/2021,4233.5
16/04/2021,4250.2
17/04/2021,4249.9
18/04/2021,4249.2
19/04/2021,4257.6
20/04/2021,4304
21/04/2021,4338.2
22/04/2021,4302.6
23/04/2021,4269.6
24/04/2021,4271.1
25/04/2021,4271.1
26/04/2021,4274.8
27/04/2021,4252.9
28/04/2021,4252.5
29/04/2021,4221.7
30/04/2021,4205.7
01/05/2021,4580.3
02/05/2021,4231.8
03/05/2021,3989.7
04/05/2021,4063.8
05/05/2021,4230.4
06/05/2021,4426.4
07/05/2021,4273.8
08/05/2021,4304.8
09/05/2021,4282.8
10/05/2021,4213
11/05/2021,4327.9
12/05/2021,4306.8
13/05/2021,4308.5
14/05/2021,4333.1
15/05/2021,4336.7
16/05/2021,4336.7
17/05/2021,4387.9
18/05/2021,4386.1
19/05/2021,4397.9
20/05/2021,4400.6
21/05/2021,4399.4
22/05/2021,4401.8
23/05/2021,4401.8
24/05/2021,4407.9
25/05/2021,4440.7
26/05/2021,4422.8
27/05/2021,4429.9
28/05/2021,4425.3
29/05/2021,4424.7
30/05/2021,4424.7
31/05/2021,4438.8
01/06/2021,4512.6
02/06/2021,4238.8
03/06/2021,3995.4
04/06/2021,4111.6
05/06/2021,4287.7
06/06/2021,4426.4
07/06/2021,4313.3
08/06/2021,4196.8
09/06/2021,4280
10/06/2021,4233.8
11/06/2021,4330.1
12/06/2021,4303.5
13/06/2021,4413.6
14/06/2021,4385.5
15/06/2021,4377.7
16/06/2021,4333
17/06/2021,4225.2
18/06/2021,4195.3
19/06/2021,4199.7
20/06/2021,4199.7
21/06/2021,4243.2
22/06/2021,4232.7
23/06/2021,4232.3
24/06/2021,4225.8
25/06/2021,4238.9
26/06/2021,4242.3
27/06/2021,4244.4
28/06/2021,4241.7
29/06/2021,4197.8
30/06/2021,4224.7
01/07/2021,4522.6
02/07/2021,4238.8
03/07/2021,3995.4
04/07/2021,4149
05/07/2021,4310.8
06/07/2021,4439.6
07/07/2021,4330.3
08/07/2021,4201.7
09/07/2021,4225.6
10/07/2021,4217.8
11/07/2021,4330.1
12/07/2021,4324.3
13/07/2021,4332.6
14/07/2021,4368.3
15/07/2021,4376.7
16/07/2021,4340.7
17/07/2021,4341.2
18/07/2021,4341.2
19/07/2021,4360.4
20/07/2021,4332.1
21/07/2021,4310.6
22/07/2021,4319
23/07/2021,4304.1
24/07/2021,4306.7
25/07/2021,4306.7
26/07/2021,4294.3
27/07/2021,4308.6
28/07/2021,4317.7
29/07/2021,4357.9
30/07/2021,4331.7
31/07/2021,4331.1
01/08/2021,4347.3
02/08/2021,4293.9
03/08/2021,3967.3
04/08/2021,4203.8
05/08/2021,4306.9
06/08/2021,4436.3
07/08/2021,4327.2
08/08/2021,4217
09/08/2021,4236.8
10/08/2021,4230.2
11/08/2021,4331.7
12/08/2021,4324.5
13/08/2021,4236
14/08/2021,4239.8
15/08/2021,4239.8
16/08/2021,4255.5
17/08/2021,4261.3
18/08/2021,4259.9
19/08/2021,4254.5
20/08/2021,4250.5
21/08/2021,4248.4
22/08/2021,4251.2
23/08/2021,4293.4
24/08/2021,4293.8
25/08/2021,4259.5
26/08/2021,4266.1
27/08/2021,4292.6
28/08/2021,4287.1
29/08/2021,4287.1
30/08/2021,4260.6
31/08/2021,4252.5
01/09/2021,4351.3
02/09/2021,4297.9
03/09/2021,4017.1
04/09/2021,4180.6
05/09/2021,4306.9
06/09/2021,4425.4
07/09/2021,4325
08/09/2021,4135.9
09/09/2021,4236.9
10/09/2021,4238
11/09/2021,4360
12/09/2021,4313
13/09/2021,4235.7
14/09/2021,4268.9
15/09/2021,4230.7
16/09/2021,4141.4
17/09/2021,4142.1
18/09/2021,4150.6
19/09/2021,4150.6
20/09/2021,4173.9
21/09/2021,4202.1
22/09/2021,4188.3
23/09/2021,4142.4
24/09/2021,4138.7
25/09/2021,4147.6
26/09/2021,4147.6
27/09/2021,4145.2
28/09/2021,4127.3
29/09/2021,4117.8
30/09/2021,4186.3
01/10/2021,4351.3
02/10/2021,4304.8
03/10/2021,4024.4
04/10/2021,4183.6
05/10/2021,4334.4
06/10/2021,4449.4
07/10/2021,4324.1
08/10/2021,4129.6
09/10/2021,4220.8
10/10/2021,4238
11/10/2021,4409.3
12/10/2021,4333.2
13/10/2021,4331
14/10/2021,4327.4
15/10/2021,4259.8
16/10/2021,4252
17/10/2021,4252
18/10/2021,4262.3
19/10/2021,4266.9
20/10/2021,4287.3
21/10/2021,4288.1
22/10/2021,4318
23/10/2021,4315
24/10/2021,4314.9
25/10/2021,4350.9
26/10/2021,4316.7
27/10/2021,4330.2
28/10/2021,4318.4
29/10/2021,4290.6
30/10/2021,4289.6
31/10/2021,4289.6
01/11/2021,4357.2
02/11/2021,4257.8
03/11/2021,4022.9
04/11/2021,4183.6
05/11/2021,4328.2
06/11/2021,4409.5
07/11/2021,4324.1
08/11/2021,4172.5
09/11/2021,4219.4
10/11/2021,4242.8
11/11/2021,4441.1
12/11/2021,4333.5
13/11/2021,4450.7
14/11/2021,4450.7
15/11/2021,4455.6
16/11/2021,4421.4
17/11/2021,4443.8
18/11/2021,4423.3
19/11/2021,4410.1
20/11/2021,4404.2
21/11/2021,4404.2
22/11/2021,4311.2
23/11/2021,4275
24/11/2021,4273.5
25/11/2021,4278.3
26/11/2021,4315.7
27/11/2021,4318.9
28/11/2021,4318.9
29/11/2021,4303.9
30/11/2021,4277
01/12/2021,4353.2
02/12/2021,4238.1
03/12/2021,4017.1
04/12/2021,4170.4
05/12/2021,4305.5
06/12/2021,4413.6
07/12/2021,4319.4
08/12/2021,4181.5
09/12/2021,4219.4
10/12/2021,4264.7
11/12/2021,4448.9
12/12/2021,4333.5
13/12/2021,4351.4
14/12/2021,4328.2
15/12/2021,4348.7
16/12/2021,4399.8
17/12/2021,4394.4
18/12/2021,4389.5
19/12/2021,4389.5
20/12/2021,4354.1
21/12/2021,4346.5
